TxnID,TxnDate,Store,SKU,Category,Brand,UnitsSold,OnHandStock,UnitCost,UnitPrice,Revenue,DaysOfCover,LowStockFlag,
904475,2024-10-07,Store-05,SKU-01182,Personal Care,Nova,2,89,143.49,268.50,537.00,44.50,0,
904476,2024-09-25,Store-01,SKU-00003,Beverages,Peak,3,163,8.95,13.60,40.80,54.33,0,
904477,2024-09-13,Store-12,SKU-00331,Snacks,Aster,1,25,202.22,327.15,327.15,25.00,0,
904478,2024-10-27,Store-05,SKU-00010,Beverages,Aster,2,161,168.29,245.84,491.68,80.50,0,
904479,2024-10-24,Store-21,SKU-00579,Grocery,BlueBay,4,228,205.93,283.70,1134.80,57.00,0,
904480,2024-08-04,Store-16,SKU-00681,Grocery,Nova,2,44,24.30,32.83,65.66,22.00,0,
904481,2024-10-05,Store-23,SKU-01586,Grocery,Urban,7,230,42.83,53.78,376.46,32.86,0,
904482,2024-10-20,Store-18,SKU-01663,Snacks,Urban,3,1,138.90,230.50,691.50,0.33,1,
904483,2024-10-23,Store-02,SKU-00197,Personal Care,Peak,5,175,188.89,344.51,1722.55,35.00,0,
904484,2024-08-15,Store-15,SKU-00442,Snacks,Aster,2,249,129.91,212.21,424.42,124.50,0,
904485,2024-11-20,Store-22,SKU-00015,Grocery,Urban,1,240,130.18,175.37,175.37,240.00,0,
904486,2024-07-06,Store-11,SKU-01146,Beverages,Peak,3,24,153.93,233.65,700.95,8.00,0,
904487,2024-09-13,Store-10,SKU-01584,Beverages,Aster,6,166,211.75,300.34,1802.04,27.67,0,
904488,2024-11-26,Store-03,SKU-00626,Snacks,Peak,4,225,169.91,282.80,1131.20,56.25,0,
904489,2024-10-22,Store-13,SKU-00006,Personal Care,Peak,3,81,115.42,215.90,647.70,27.00,0,
904490,2024-08-25,Store-13,SKU-00516,Snacks,Nova,6,27,128.81,204.05,1224.30,4.50,1,
904491,2024-11-12,Store-24,SKU-01303,Snacks,Aster,1,109,148.18,255.59,255.59,109.00,0,
904492,2024-10-22,Store-03,SKU-00685,Snacks,FreshCo,3,146,21.34,34.17,102.51,48.67,0,
904493,2024-11-28,Store-10,SKU-00833,Grocery,FreshCo,5,38,163.26,217.53,1087.65,7.60,0,
904494,2024-11-19,Store-04,SKU-01080,Beverages,Aster,3,220,137.42,199.57,598.71,73.33,0,
904495,2024-10-30,Store-14,SKU-00959,Grocery,Peak,2,201,24.13,34.18,68.36,100.50,0,
904496,2024-10-08,Store-23,SKU-01039,Snacks,Urban,4,169,181.94,287.41,1149.64,42.25,0,
904497,2024-07-30,Store-17,SKU-01412,Snacks,FreshCo,2,180,45.36,69.31,138.62,90.00,0,
904498,2024-08-25,Store-01,SKU-00091,Personal Care,Aster,3,95,23.25,43.62,130.86,31.67,0,
904499,2024-09-25,Store-25,SKU-00717,Snacks,FreshCo,5,127,144.71,228.11,1140.55,25.40,0,
904501,2024-10-13,Store-22,SKU-01518,Beverages,BlueBay,4,31,202.17,297.89,1191.56,7.75,0,
904502,2024-08-31,Store-21,SKU-00239,Personal Care,FreshCo,5,71,106.78,177.83,889.15,14.20,0,
904503,2024-07-02,Store-02,SKU-00521,Home,FreshCo,4,224,96.81,152.55,610.20,56.00,0,
904504,2024-10-10,Store-18,SKU-01765,Snacks,Aster,2,176,14.34,24.48,48.96,88.00,0,
904505,2024-08-30,Store-07,SKU-01241,Grocery,FreshCo,5,168,150.56,211.71,1058.55,33.60,0,
904506,2024-11-19,Store-22,SKU-00185,Snacks,FreshCo,4,0,182.01,303.97,1215.88,0.00,1,
904507,2024-07-06,Store-13,SKU-00195,Home,Nova,1,118,206.71,317.98,317.98,118.00,0,
904508,2024-10-25,Store-24,SKU-01063,Beverages,Nova,3,154,216.33,308.74,926.22,51.33,0,
904509,2024-12-22,Store-03,SKU-01064,Grocery,Aster,3,11,91.36,129.07,387.21,3.67,1,
904510,2024-08-07,Store-03,SKU-00016,Home,FreshCo,3,17,57.74,90.58,271.74,5.67,1,
904511,2024-10-05,Store-13,SKU-01105,Snacks,BlueBay,2,123,119.38,193.74,387.48,61.50,0,
904512,2024-07-20,Store-21,SKU-01627,Personal Care,Peak,5,28,156.23,261.14,1305.70,5.60,1,
904514,2024-10-19,Store-16,SKU-00693,Beverages,Aster,3,40,103.59,150.14,450.42,13.33,0,
904515,2024-09-23,Store-08,SKU-00065,Home,Peak,2,146,107.48,160.38,320.76,73.00,0,
904516,2024-10-14,Store-22,SKU-01139,Personal Care,Aster,4,223,77.70,139.69,558.76,55.75,0,
904517,2024-12-15,Store-08,SKU-01586,Personal Care,BlueBay,2,212,217.13,391.56,783.12,106.00,0,
904518,2024-08-12,Store-16,SKU-00285,Snacks,Peak,3,78,198.93,336.64,1009.92,26.00,0,
904519,2024-07-05,Store-23,SKU-00146,Snacks,BlueBay,6,178,217.58,341.84,2051.04,29.67,0,
904520,2024-12-09,Store-02,SKU-01716,Grocery,Aster,2,167,216.98,281.61,563.22,83.50,0,
904521,2024-10-24,Store-09,SKU-01440,Snacks,Aster,3,4,131.87,207.92,623.76,1.33,1,
904522,2024-12-14,Store-13,SKU-01697,Personal Care,BlueBay,2,52,133.54,243.11,486.22,26.00,0,
904523,2024-10-28,Store-22,SKU-01403,Grocery,BlueBay,2,255,109.53,149.15,298.30,127.50,0,
904524,2024-11-30,Store-22,SKU-01494,Snacks,Urban,1,156,139.55,215.55,215.55,156.00,0,
904525,2024-09-27,Store-12,SKU-00267,Home,Peak,8,18,29.55,46.87,374.96,2.25,1,
904527,2024-12-17,Store-09,SKU-01437,Grocery,Urban,5,122,155.97,215.90,1079.50,24.40,0,
904528,2024-10-23,Store-01,SKU-00660,Snacks,Nova,3,201,65.72,112.19,336.57,67.00,0,
904529,2024-08-08,Store-06,SKU-01686,Snacks,BlueBay,1,208,126.79,202.72,202.72,208.00,0,
904530,2024-08-27,Store-24,SKU-00736,Grocery,Aster,3,197,201.93,258.82,776.46,65.67,0,
904531,2024-08-12,Store-02,SKU-01010,Personal Care,Nova,3,82,135.03,253.52,760.56,27.33,0,
904532,2024-08-22,Store-03,SKU-01736,Home,Nova,2,217,109.32,161.01,322.02,108.50,0,
904533,2024-09-03,Store-15,SKU-00982,Grocery,Urban,3,256,28.17,38.17,114.51,85.33,0,
904534,2024-10-20,Store-07,SKU-00399,Snacks,Peak,5,107,81.35,130.32,651.60,21.40,0,
904535,2024-10-26,Store-13,SKU-00291,Snacks,Peak,2,237,201.94,310.07,620.14,118.50,0,
904536,2024-09-27,Store-16,SKU-00080,Snacks,BlueBay,2,196,101.08,166.83,333.66,98.00,0,
904537,2024-10-31,Store-13,SKU-00372,Grocery,Urban,4,153,57.94,75.74,302.96,38.25,0,
904538,2024-07-18,Store-12,SKU-01644,Beverages,Nova,5,169,163.23,222.82,1114.10,33.80,0,
904539,2024-07-20,Store-17,SKU-01501,Grocery,Nova,7,217,123.15,174.56,1221.92,31.00,0,
904540,2024-08-07,Store-21,SKU-01186,Personal Care,Nova,2,158,14.90,26.99,53.98,79.00,0,
904541,2024-10-13,Store-11,SKU-01172,Snacks,Nova,2,194,100.69,155.15,310.30,97.00,0,
904542,2024-08-15,Store-22,SKU-01529,Grocery,BlueBay,3,242,124.37,160.22,480.66,80.67,0,
904544,2024-09-22,Store-13,SKU-01229,Personal Care,Nova,4,9,42.32,71.54,286.16,2.25,1,
904546,2024-07-04,Store-10,SKU-00973,Grocery,Aster,5,167,135.25,175.59,877.95,33.40,0,
904547,2024-11-05,Store-13,SKU-01621,Grocery,Peak,4,163,218.72,293.61,1174.44,40.75,0,
904548,2024-11-08,Store-23,SKU-00050,Beverages,Peak,2,79,218.78,322.36,644.72,39.50,0,
904549,2024-11-29,Store-19,SKU-01438,Beverages,Peak,1,259,153.82,233.26,233.26,259.00,0,
904550,2024-12-21,Store-23,SKU-00121,Beverages,Aster,2,232,74.76,106.30,212.60,116.00,0,
904551,2024-07-05,Store-17,SKU-01008,Grocery,Peak,1,52,178.80,251.52,251.52,52.00,0,
904552,2024-08-03,Store-20,SKU-01689,Grocery,BlueBay,2,250,172.88,229.43,458.86,125.00,0,
904553,2024-12-13,Store-07,SKU-00458,Snacks,Aster,5,204,130.28,200.66,1003.30,40.80,0,
904554,2024-10-03,Store-23,SKU-01223,Grocery,Nova,4,196,32.23,43.49,173.96,49.00,0,
904555,2024-10-22,Store-04,SKU-00226,Home,Nova,1,81,162.89,271.05,271.05,81.00,0,
904556,2024-11-07,Store-17,SKU-01284,Personal Care,Peak,3,6,16.54,28.28,84.84,2.00,1,
904557,2024-11-10,Store-24,SKU-01599,Grocery,Nova,1,154,97.83,129.50,129.50,154.00,0,
904558,2024-12-20,Store-04,SKU-00278,Personal Care,Urban,3,116,195.95,344.36,1033.08,38.67,0,
904559,2024-12-31,Store-18,SKU-00989,Snacks,BlueBay,1,142,66.73,114.09,114.09,142.00,0,
904560,2024-11-16,Store-20,SKU-01718,Home,Peak,4,32,213.32,336.29,1345.16,8.00,0,
904561,2024-08-30,Store-08,SKU-00004,Personal Care,Aster,2,50,195.60,343.85,687.70,25.00,0,
904562,2024-12-12,Store-08,SKU-01217,Home,Urban,2,181,187.49,312.67,625.34,90.50,0,
904563,2024-07-11,Store-21,SKU-01791,Snacks,Nova,3,14,213.78,343.20,1029.60,4.67,1,
904564,2024-08-19,Store-16,SKU-01328,Grocery,Urban,4,124,195.72,259.53,1038.12,31.00,0,
904565,2024-12-15,Store-15,SKU-00919,Grocery,FreshCo,4,169,215.50,275.93,1103.72,42.25,0,
904566,2024-08-24,Store-18,SKU-00151,Grocery,Aster,1,234,216.98,278.92,278.92,234.00,0,
904567,2024-08-17,Store-23,SKU-00006,Home,Urban,4,84,71.51,114.09,456.36,21.00,0,
904568,2024-07-31,Store-19,SKU-01477,Personal Care,Nova,2,235,125.05,232.06,464.12,117.50,0,
904569,2024-12-08,Store-06,SKU-01239,Beverages,Urban,2,172,153.37,214.59,429.18,86.00,0,
904570,2024-10-10,Store-09,SKU-01766,Personal Care,Aster,3,103,70.89,124.70,374.10,34.33,0,
904571,2024-11-09,Store-16,SKU-01351,Snacks,BlueBay,5,98,33.52,54.44,272.20,19.60,0,
904572,2024-08-20,Store-21,SKU-01669,Home,BlueBay,2,236,185.88,290.45,580.90,118.00,0,
904573,2024-11-22,Store-09,SKU-00922,Beverages,Nova,4,166,144.31,220.60,882.40,41.50,0,
904574,2024-11-23,Store-20,SKU-00955,Home,Aster,5,145,217.98,337.60,1688.00,29.00,0,
904575,2024-09-04,Store-25,SKU-00085,Beverages,BlueBay,2,165,211.40,317.10,634.20,82.50,0,
904576,2024-09-24,Store-17,SKU-00418,Snacks,Aster,3,186,43.19,67.99,203.97,62.00,0,
904577,2024-08-14,Store-04,SKU-00154,Snacks,Aster,2,109,72.87,123.28,246.56,54.50,0,
904578,2024-12-28,Store-15,SKU-00714,Beverages,Peak,3,18,125.82,186.39,559.17,6.00,1,
904579,2024-11-05,Store-11,SKU-00706,Snacks,FreshCo,5,171,146.16,223.59,1117.95,34.20,0,
904580,2024-12-21,Store-14,SKU-01556,Beverages,Nova,2,219,193.44,296.08,592.16,109.50,0,
904581,2024-09-03,Store-17,SKU-01294,Snacks,Nova,3,140,186.68,302.99,908.97,46.67,0,
904582,2024-11-26,Store-13,SKU-01270,Snacks,FreshCo,3,172,91.20,150.65,451.95,57.33,0,
904583,2024-11-24,Store-09,SKU-00373,Grocery,Urban,3,28,122.59,158.19,474.57,9.33,0,
904584,2024-11-12,Store-24,SKU-01095,Personal Care,Nova,2,127,155.93,290.33,580.66,63.50,0,
904585,2024-12-26,Store-16,SKU-01226,Home,Peak,2,118,81.11,122.48,244.96,59.00,0,
904586,2024-09-20,Store-08,SKU-01375,Grocery,Nova,6,100,103.10,134.18,805.08,16.67,0,
904587,2024-07-29,Store-14,SKU-00904,Personal Care,Aster,4,162,111.16,186.19,744.76,40.50,0,
904588,2024-11-09,Store-15,SKU-00058,Grocery,BlueBay,3,67,163.40,226.60,679.80,22.33,0,
904589,2024-11-18,Store-07,SKU-00769,Grocery,BlueBay,6,62,214.42,283.56,1701.36,10.33,0,
904590,2024-10-24,Store-25,SKU-00221,Personal Care,Urban,5,242,98.91,177.97,889.85,48.40,0,
904591,2024-08-14,Store-11,SKU-01183,Grocery,Aster,3,151,10.99,15.24,45.72,50.33,0,
904592,2024-10-11,Store-03,SKU-01672,Snacks,FreshCo,3,228,102.18,175.04,525.12,76.00,0,
904593,2024-09-04,Store-07,SKU-01232,Snacks,Aster,3,256,96.73,152.60,457.80,85.33,0,
904594,2024-09-27,Store-22,SKU-00238,Snacks,Urban,3,205,191.35,300.43,901.29,68.33,0,
904595,2024-11-05,Store-05,SKU-00851,Snacks,Nova,4,14,116.10,193.29,773.16,3.50,1,
904596,2024-11-20,Store-09,SKU-01754,Beverages,Aster,2,108,133.88,191.62,383.24,54.00,0,
904597,2024-08-19,Store-20,SKU-01212,Personal Care,FreshCo,6,39,208.10,369.12,2214.72,6.50,1,
904598,2024-09-23,Store-19,SKU-00702,Grocery,Urban,3,127,196.71,264.85,794.55,42.33,0,
904599,2024-08-27,Store-13,SKU-00394,Home,BlueBay,5,164,22.98,35.90,179.50,32.80,0,
904600,2024-08-12,Store-19,SKU-01278,Beverages,Peak,4,226,143.62,199.93,799.72,56.50,0,
904601,2024-11-26,Store-16,SKU-01730,Home,BlueBay,6,83,18.03,28.46,170.76,13.83,0,
904602,2024-12-17,Store-02,SKU-00997,Home,Peak,4,164,152.99,229.51,918.04,41.00,0,
904603,2024-09-16,Store-01,SKU-00349,Grocery,BlueBay,2,40,171.97,235.44,470.88,20.00,0,
904604,2024-11-21,Store-03,SKU-00322,Grocery,Nova,4,142,54.28,76.64,306.56,35.50,0,
904605,2024-12-15,Store-24,SKU-01204,Grocery,Nova,5,78,216.32,305.06,1525.30,15.60,0,
904606,2024-12-06,Store-12,SKU-00895,Snacks,Aster,6,209,133.50,205.30,1231.80,34.83,0,
904607,2024-08-09,Store-06,SKU-01624,Beverages,FreshCo,3,207,142.80,194.72,584.16,69.00,0,
904608,2024-12-24,Store-02,SKU-00777,Home,Peak,3,259,89.65,136.48,409.44,86.33,0,
904609,2024-09-17,Store-24,SKU-01387,Grocery,BlueBay,3,228,37.22,52.73,158.19,76.00,0,
904610,2024-09-10,Store-16,SKU-01328,Grocery,Nova,4,241,28.87,40.52,162.08,60.25,0,
904611,2024-07-14,Store-05,SKU-01406,Personal Care,Urban,5,61,147.56,258.04,1290.20,12.20,0,
904612,2024-10-08,Store-12,SKU-00828,Grocery,Urban,3,99,59.32,83.31,249.93,33.00,0,
904613,2024-07-24,Store-04,SKU-00126,Beverages,Urban,4,219,65.96,90.65,362.60,54.75,0,
904614,2024-08-22,Store-14,SKU-01006,Snacks,BlueBay,3,127,40.53,62.13,186.39,42.33,0,
904615,2024-09-05,Store-17,SKU-00374,Grocery,Urban,3,259,16.12,20.28,60.84,86.33,0,
904616,2024-11-30,Store-12,SKU-01204,Beverages,Peak,4,69,49.10,66.51,266.04,17.25,0,
904617,2024-12-11,Store-13,SKU-00555,Personal Care,Nova,2,150,139.50,257.56,515.12,75.00,0,
904618,2024-09-02,Store-17,SKU-00715,Snacks,FreshCo,5,248,27.40,45.35,226.75,49.60,0,
904619,2024-12-08,Store-20,SKU-00818,Snacks,Nova,2,134,12.71,20.27,40.54,67.00,0,
904620,2024-12-08,Store-15,SKU-01643,Personal Care,Nova,2,110,25.38,44.42,88.84,55.00,0,
904621,2024-11-23,Store-09,SKU-01112,Personal Care,Nova,4,113,40.96,70.63,282.52,28.25,0,
904622,2024-08-01,Store-10,SKU-01550,Grocery,Aster,3,6,171.86,233.18,699.54,2.00,1,
904624,2024-12-23,Store-17,SKU-00530,Personal Care,Nova,3,236,176.00,326.09,978.27,78.67,0,
904625,2024-11-10,Store-12,SKU-01252,Personal Care,Urban,5,242,59.94,112.07,560.35,48.40,0,
904626,2024-09-08,Store-24,SKU-00077,Personal Care,Aster,2,114,74.49,130.07,260.14,57.00,0,
904627,2024-10-10,Store-09,SKU-00290,Home,BlueBay,2,220,82.84,123.61,247.22,110.00,0,
904628,2024-11-05,Store-02,SKU-00851,Snacks,Nova,4,58,142.42,231.69,926.76,14.50,0,
904629,2024-10-12,Store-16,SKU-01577,Snacks,Peak,3,113,96.75,148.70,446.10,37.67,0,
904631,2024-09-04,Store-22,SKU-01611,Personal Care,Peak,3,184,171.45,296.52,889.56,61.33,0,
904632,2024-11-29,Store-23,SKU-01201,Grocery,Urban,4,91,203.21,263.47,1053.88,22.75,0,
904633,2024-12-09,Store-01,SKU-00218,Grocery,Peak,3,167,201.24,275.91,827.73,55.67,0,
904634,2024-07-30,Store-21,SKU-01605,Home,Urban,3,258,24.15,38.07,114.21,86.00,0,
904635,2024-12-24,Store-11,SKU-00725,Snacks,Aster,2,131,103.97,161.55,323.10,65.50,0,
904636,2024-09-08,Store-21,SKU-00905,Beverages,BlueBay,3,10,120.37,174.95,524.85,3.33,1,
904637,2024-11-07,Store-03,SKU-00816,Personal Care,Urban,3,157,209.36,356.91,1070.73,52.33,0,
904638,2024-11-21,Store-02,SKU-01036,Snacks,FreshCo,2,205,133.17,211.33,422.66,102.50,0,
904639,2024-12-01,Store-14,SKU-01137,Snacks,FreshCo,2,215,177.05,273.13,546.26,107.50,0,
904640,2024-12-23,Store-01,SKU-00320,Grocery,Aster,2,135,47.11,60.75,121.50,67.50,0,
904641,2024-09-05,Store-06,SKU-00026,Grocery,FreshCo,4,72,123.67,155.56,622.24,18.00,0,
904642,2024-12-08,Store-07,SKU-00391,Grocery,Nova,2,3,190.59,239.01,478.02,1.50,1,
904643,2024-07-29,Store-02,SKU-00055,Home,Peak,3,213,187.18,313.28,939.84,71.00,0,
904644,2024-11-14,Store-02,SKU-01232,Snacks,Urban,3,39,13.78,22.39,67.17,13.00,0,
904645,2024-11-20,Store-15,SKU-01615,Beverages,Nova,5,244,199.15,282.54,1412.70,48.80,0,
904646,2024-11-10,Store-21,SKU-01464,Grocery,Peak,4,49,72.73,98.52,394.08,12.25,0,
904647,2024-08-23,Store-05,SKU-00151,Personal Care,FreshCo,4,222,152.95,282.75,1131.00,55.50,0,
904648,2024-12-11,Store-13,SKU-00463,Grocery,Aster,4,211,129.24,165.78,663.12,52.75,0,
904649,2024-08-06,Store-19,SKU-00913,Grocery,Urban,4,12,172.21,240.03,960.12,3.00,1,
904650,2024-07-12,Store-19,SKU-01352,Grocery,Peak,2,157,76.73,106.97,213.94,78.50,0,
904651,2024-11-16,Store-15,SKU-01222,Snacks,Nova,2,82,93.06,147.84,295.68,41.00,0,
904652,2024-10-06,Store-01,SKU-00935,Home,FreshCo,4,225,95.96,151.72,606.88,56.25,0,
904653,2024-12-07,Store-03,SKU-01528,Snacks,Peak,3,204,187.88,321.64,964.92,68.00,0,
904654,2024-09-18,Store-25,SKU-01244,Beverages,Aster,4,210,19.51,28.55,114.20,52.50,0,
904655,2024-08-06,Store-18,SKU-01328,Beverages,Nova,5,76,13.48,19.94,99.70,15.20,0,
904656,2024-12-05,Store-17,SKU-00511,Snacks,Urban,5,24,84.88,136.13,680.65,4.80,1,
904657,2024-10-19,Store-25,SKU-00773,Grocery,Aster,6,20,135.39,187.17,1123.02,3.33,1,
904658,2024-08-10,Store-21,SKU-01557,Snacks,BlueBay,2,227,153.22,260.20,520.40,113.50,0,
904659,2024-11-16,Store-08,SKU-01714,Home,Aster,4,89,154.40,244.02,976.08,22.25,0,
904660,2024-10-12,Store-11,SKU-00404,Snacks,Urban,1,122,81.85,128.42,128.42,122.00,0,
904661,2024-10-29,Store-20,SKU-00363,Snacks,FreshCo,4,186,51.48,78.86,315.44,46.50,0,
904662,2024-10-03,Store-08,SKU-01095,Snacks,Aster,1,239,37.33,57.07,57.07,239.00,0,
904663,2024-12-04,Store-21,SKU-00862,Snacks,Peak,6,200,14.38,24.41,146.46,33.33,0,
904664,2024-12-04,Store-06,SKU-01118,Home,Aster,4,88,66.37,104.52,418.08,22.00,0,
904665,2024-11-15,Store-06,SKU-00719,Snacks,BlueBay,3,98,212.20,351.27,1053.81,32.67,0,
904666,2024-07-23,Store-06,SKU-00475,Home,Nova,5,91,60.30,89.02,445.10,18.20,0,
904667,2024-12-05,Store-02,SKU-01609,Beverages,FreshCo,3,142,35.30,47.73,143.19,47.33,0,
904668,2024-11-09,Store-10,SKU-01691,Snacks,Urban,4,32,125.02,203.66,814.64,8.00,0,
904669,2024-11-13,Store-10,SKU-00770,Home,Aster,5,180,181.02,279.38,1396.90,36.00,0,
904670,2024-09-14,Store-09,SKU-00228,Grocery,BlueBay,2,62,129.30,178.45,356.90,31.00,0,
904671,2024-12-12,Store-23,SKU-00347,Snacks,FreshCo,2,118,26.79,44.93,89.86,59.00,0,
904672,2024-11-17,Store-03,SKU-01199,Grocery,FreshCo,6,40,23.03,30.39,182.34,6.67,1,
904673,2024-07-25,Store-02,SKU-00808,Home,Aster,2,185,132.26,199.61,399.22,92.50,0,
904674,2024-09-23,Store-04,SKU-00217,Personal Care,Peak,4,113,118.43,218.47,873.88,28.25,0,
904675,2024-12-13,Store-08,SKU-00548,Snacks,FreshCo,2,118,214.90,354.25,708.50,59.00,0,
904676,2024-07-11,Store-09,SKU-01421,Snacks,Nova,1,4,108.14,168.00,168.00,4.00,1,
904677,2024-12-25,Store-02,SKU-00724,Personal Care,Peak,1,137,184.64,320.66,320.66,137.00,0,
904678,2024-11-10,Store-16,SKU-01014,Personal Care,Nova,4,52,19.84,35.84,143.36,13.00,0,
904679,2024-11-02,Store-06,SKU-01686,Snacks,Peak,7,104,55.17,84.57,591.99,14.86,0,
904680,2024-08-27,Store-08,SKU-00274,Personal Care,FreshCo,1,158,195.42,328.14,328.14,158.00,0,
904681,2024-08-23,Store-03,SKU-00115,Personal Care,FreshCo,1,107,185.14,345.44,345.44,107.00,0,
904682,2024-12-22,Store-11,SKU-00203,Grocery,Nova,3,193,130.76,175.02,525.06,64.33,0,
904683,2024-09-02,Store-25,SKU-00518,Snacks,Aster,9,36,36.18,62.32,560.88,4.00,1,
904684,2024-11-25,Store-20,SKU-01149,Personal Care,Peak,4,169,211.94,359.21,1436.84,42.25,0,
904685,2024-09-20,Store-05,SKU-00308,Beverages,Urban,1,141,48.58,67.67,67.67,141.00,0,
904686,2024-07-31,Store-12,SKU-01222,Grocery,FreshCo,5,144,169.34,233.54,1167.70,28.80,0,
904687,2024-07-03,Store-23,SKU-01743,Beverages,Aster,2,35,21.27,30.86,61.72,17.50,0,
904688,2024-10-18,Store-11,SKU-01539,Personal Care,Peak,3,61,196.83,346.58,1039.74,20.33,0,
904689,2024-12-28,Store-05,SKU-00913,Grocery,Urban,3,51,86.16,116.45,349.35,17.00,0,
904690,2024-09-16,Store-20,SKU-01502,Snacks,Urban,4,186,72.12,122.58,490.32,46.50,0,
904691,2024-09-13,Store-20,SKU-00895,Snacks,FreshCo,4,26,194.52,298.61,1194.44,6.50,1,
904692,2024-09-11,Store-21,SKU-00066,Grocery,Peak,2,160,181.47,251.18,502.36,80.00,0,
904693,2024-10-14,Store-03,SKU-00953,Home,Aster,3,51,172.63,276.45,829.35,17.00,0,
904694,2024-09-30,Store-09,SKU-00208,Home,Aster,3,137,58.27,97.51,292.53,45.67,0,
904695,2024-12-12,Store-18,SKU-00278,Personal Care,FreshCo,3,37,115.63,214.98,644.94,12.33,0,
904696,2024-10-11,Store-12,SKU-00625,Personal Care,Nova,7,194,130.07,237.10,1659.70,27.71,0,
904697,2024-10-12,Store-23,SKU-00139,Beverages,Urban,4,129,125.92,170.94,683.76,32.25,0,
904698,2024-07-31,Store-04,SKU-00676,Grocery,Nova,3,73,113.02,155.34,466.02,24.33,0,
904699,2024-12-29,Store-24,SKU-01333,Grocery,Nova,9,233,173.71,240.88,2167.92,25.89,0,
904700,2024-08-23,Store-07,SKU-00332,Beverages,Nova,3,170,115.53,170.39,511.17,56.67,0,
904701,2024-07-16,Store-24,SKU-01192,Snacks,Urban,3,12,84.72,129.87,389.61,4.00,1,
904702,2024-11-07,Store-20,SKU-00547,Snacks,Aster,2,16,152.71,263.13,526.26,8.00,0,
904703,2024-10-27,Store-11,SKU-01067,Snacks,Peak,2,234,215.07,331.61,663.22,117.00,0,
904704,2024-09-25,Store-02,SKU-00889,Grocery,Peak,5,193,212.07,274.88,1374.40,38.60,0,
904705,2024-09-26,Store-23,SKU-00681,Grocery,Aster,3,10,70.42,97.75,293.25,3.33,1,
904706,2024-11-27,Store-12,SKU-00832,Beverages,Nova,2,136,138.09,187.79,375.58,68.00,0,
904707,2024-08-12,Store-09,SKU-00271,Home,Nova,3,235,60.15,93.80,281.40,78.33,0,
904708,2024-12-02,Store-06,SKU-00300,Home,Nova,6,88,60.22,100.73,604.38,14.67,0,
904709,2024-11-05,Store-07,SKU-01066,Snacks,BlueBay,7,23,59.94,101.59,711.13,3.29,1,
904710,2024-09-25,Store-06,SKU-00699,Grocery,Nova,5,53,144.54,199.42,997.10,10.60,0,
904711,2024-10-03,Store-18,SKU-01621,Snacks,FreshCo,5,147,185.71,316.73,1583.65,29.40,0,
904712,2024-08-24,Store-13,SKU-01540,Grocery,BlueBay,4,47,80.56,107.31,429.24,11.75,0,
904713,2024-11-21,Store-09,SKU-01351,Home,FreshCo,4,49,82.18,122.83,491.32,12.25,0,
904714,2024-10-13,Store-21,SKU-00285,Personal Care,Peak,1,164,157.26,282.28,282.28,164.00,0,
904715,2024-09-06,Store-19,SKU-00937,Home,Aster,2,98,202.18,304.17,608.34,49.00,0,
904716,2024-10-27,Store-04,SKU-00262,Snacks,Aster,1,212,100.20,170.43,170.43,212.00,0,
904717,2024-12-31,Store-04,SKU-01745,Personal Care,FreshCo,4,198,217.95,368.98,1475.92,49.50,0,
904718,2024-09-29,Store-13,SKU-00996,Beverages,BlueBay,1,39,14.57,21.51,21.51,39.00,0,
904719,2024-12-19,Store-25,SKU-01279,Beverages,Nova,4,138,207.01,293.68,1174.72,34.50,0,
904720,2024-09-11,Store-11,SKU-00194,Snacks,BlueBay,1,230,97.82,155.84,155.84,230.00,0,
904721,2024-07-12,Store-21,SKU-00081,Snacks,Peak,2,148,146.16,232.10,464.20,74.00,0,
904722,2024-08-13,Store-02,SKU-01629,Personal Care,Aster,3,29,17.30,29.46,88.38,9.67,0,
904723,2024-09-25,Store-06,SKU-00411,Snacks,Peak,3,116,82.33,140.04,420.12,38.67,0,
904724,2024-08-16,Store-12,SKU-01163,Beverages,Aster,1,103,152.37,225.92,225.92,103.00,0,
904725,2024-07-01,Store-23,SKU-00730,Beverages,BlueBay,5,103,99.45,143.09,715.45,20.60,0,
904726,2024-12-18,Store-08,SKU-00756,Grocery,FreshCo,1,120,8.05,10.36,10.36,120.00,0,
904727,2024-12-06,Store-05,SKU-01525,Grocery,Aster,2,245,138.18,187.56,375.12,122.50,0,
904728,2024-11-20,Store-24,SKU-01127,Beverages,Nova,5,128,159.30,240.16,1200.80,25.60,0,
904729,2024-08-06,Store-24,SKU-01568,Home,BlueBay,2,186,211.18,331.79,663.58,93.00,0,
904730,2024-07-27,Store-20,SKU-01394,Personal Care,Nova,4,55,211.32,360.24,1440.96,13.75,0,
904731,2024-07-15,Store-23,SKU-00855,Personal Care,Nova,2,104,199.54,354.16,708.32,52.00,0,
904732,2024-11-17,Store-09,SKU-00051,Grocery,Urban,3,43,156.99,203.67,611.01,14.33,0,
904733,2024-12-20,Store-04,SKU-01262,Personal Care,FreshCo,5,0,170.73,304.80,1524.00,0.00,1,
904734,2024-09-28,Store-09,SKU-00040,Personal Care,Nova,1,39,159.25,287.49,287.49,39.00,0,
904735,2024-07-26,Store-12,SKU-00769,Grocery,Aster,3,225,53.88,68.98,206.94,75.00,0,
